investor_id,investor_name,investment_num,total_funds_open,total_funds_closed,AUM,dry_powder,last_investment_type,last_investment_valuation,last_investment_size,last_investment_class,investments_last_5_yrs,investments_last_2_yrs,investments_last_12_months,investments_last_6_months,active_porfolio,exits,last_closed_fund_size,preferred_industry_1,preferred_industry_2,primary_investor_type,max_fund_size,median_fund_size,min_fund_size,fund_closed_num,total_investments_last_5_yrs,total_investments_last_2_yrs,total_investments_last_12_months,total_investments_last_6_months,total _active_portfolio,total_exits,total_investments
985,Arbor Capital Management,4,,1,250.00,3.16,Early Stage VC,8.00,3.00,Venture Capital,1,,,,1,2,22.5,Commercial Services,Healthcare Devices and Supplies,Asset Manager,22.50,22.50,22.50,,,,,,,2,4
986,Arbor Partners,16,,2,38.00,0.00,Seed Round,,6.40,Venture Capital,1,,,,3,10,4.31,Consumer Durables,Retail,Venture Capital,4.31,4.31,4.31,2,,,,,3,10,16
987,ARC Angel Fund,46,,2,5.06,0.37,Later Stage VC,8.00,3.00,Venture Capital,14,2,,,17,25,1.56,Software,,Angel Group,3.50,2.53,1.56,2,14,2,,,17,25,46
988,Arcadea Group,1,,,25.29,,Buyout/LBO,,,Private Equity,1,1,1,1,1,,,Software,,PE/Buyout,,,,,1,1,1,1,1,,1
989,Arcapita,148,,9,103.78,18.80,Buyout/LBO,,,Private Equity,17,7,6,4,16,90,100,Capital Markets/Institutions,Commercial Products,PE/Buyout,"1,000.00",245.00,100.00,9,16,7,6,3,16,90,148
990,ArcheMatrix Ventures,11,,,20.00,,Early Stage VC,,3.05,Venture Capital,1,,,,5,6,,Software,,Corporate Venture Capital,,,,,1,,,,5,6,11
991,ArcTern Ventures,46,,2,158.05,,Early Stage VC,,10.00,Venture Capital,25,19,13,7,25,3,153.16,Agriculture,Chemicals and Gases,Venture Capital,153.16,91.95,30.75,2,25,19,10,7,25,3,46
992,Arcus Ventures,20,,2,95.00,3.06,Later Stage VC,,11.97,Venture Capital,2,,,,2,12,35.63,Healthcare Devices and Supplies,Pharmaceuticals and Biotechnology,Venture Capital,35.63,30.54,25.45,2,2,,,,2,12,20
993,Arden Group,3,,5,1.50,439.94,Joint Venture,,,Private Equity,1,1,1,1,1,1,500,,,Real Estate,500.00,150.00,20.79,5,,,,,,,3
994,Arena Ventures,59,,2,51.80,13.63,Later Stage VC,,76.27,Venture Capital,18,2,1,1,25,23,14.8,Business/Productivity Software,Education and Training Services (B2B),Venture Capital,24.00,19.40,14.80,2,15,2,,,25,23,59
995,Arenberg Holdings,18,,,6.00,,PIPE,,,Venture Capital,10,1,,,18,,,Financial Services,Real Estate Services (B2C),Venture Capital,,,,,10,,,,18,,18
996,Aria Partners,,,3,25.00,,,,,,,,,,,,,Apparel and Accessories,Capital Markets/Institutions,Hedge fund,,,,3,,,,,,,
997,Aries Investment Advisors,3,,,15.00,,Later Stage VC,1.81,0.56,Venture Capital,,,,,,1,,Healthcare Devices and Supplies,,Asset Manager,,,,,,,,,,1,3
998,Aristos Ventures,17,,2,25.00,4.42,Later Stage VC,112.50,15.00,Venture Capital,6,,,,6,6,15,Computer Hardware,Consumer Durables,Venture Capital,15.00,12.50,10.00,2,5,,,,6,6,17
999,Arixa Capital Advisors,,,3,31.00,,,,,,,,,,,,,,,Real Estate,177.76,158.26,8.58,3,,,,,,,
1000,Arizona Commerce Authority,43,,1,107.48,,Accelerator/Incubator,,0.15,Other,11,2,2,2,32,11,18.2,Commercial Services,Computer Hardware,Limited Partner,18.20,18.20,18.20,,11,2,2,2,32,11,43
1001,Arkley Brine VC,6,,1,12.96,,Early Stage VC,,0.46,Venture Capital,6,5,3,3,6,,14.75,Commercial Transportation,Electrical Equipment,Venture Capital,14.75,14.75,14.75,,6,5,3,,6,,6
1002,Armory Capital,21,,,100.90,,Buyout/LBO,,,Private Equity,8,3,1,,3,7,,Business Products and Services (B2B),Commercial Services,Family Office,,,,,8,3,,,3,7,21
1003,Armory Group,1,,1,90.96,0.00,Joint Venture,,,Other,,,,,1,,15.44,,,Asset Manager,15.44,15.44,15.44,1,,,,,1,,1
1004,Armory Square Ventures,22,,5,55.70,21.15,Later Stage VC,49.03,16.50,Venture Capital,13,5,2,1,9,4,2.67,Healthcare Technology Systems,Software,Venture Capital,31.00,3.39,2.67,5,12,5,,,9,4,22
1005,Army Applications laboratory,1,,,30.00,,Accelerator/Incubator,,,Other,1,1,1,,1,,,Aerospace and Defense,Alternative Energy Equipment,Corporation,,,,,,,1,,,,1
1006,Array Ventures,66,,3,40.00,39.55,Early Stage VC,,,Venture Capital,50,19,10,8,44,11,56.1,Educational and Training Services (B2C),Retail,Venture Capital,56.10,29.46,2.83,3,48,19,10,7,44,11,66
1007,Arrive (New York),39,,1,40.00,7.84,Early Stage VC,,4.00,Venture Capital,39,19,10,2,29,3,20,Insurance,Software,Venture Capital,20.00,20.00,20.00,,39,16,10,2,29,3,39
1008,Arrivo BioVentures,,,1,49.00,4.90,,,,,,,,,,,49,,,Venture Capital,49.00,49.00,49.00,,,,,,,,
1009,Arrowhead Innovation Fund,13,,,2.00,,Seed Round,2.51,1.01,Venture Capital,12,9,7,3,11,,,Agriculture,Energy Equipment,Venture Capital,,,,,12,9,6,2,11,,13
1010,Artist Capital,6,,8,100.00,65.50,Seed Round,"4,000.00",449.99,Venture Capital,6,4,4,3,5,,13,Apparel and Accessories,Services (Non-Financial),Merchant Banking Firm,100.00,13.00,5.00,8,6,4,4,3,5,,6
1011,Ascent Biomedical Ventures,34,,2,57.90,0.00,Later Stage VC,,34.82,Venture Capital,2,1,,,6,18,25,Healthcare Devices and Supplies,Healthcare Technology Systems,Venture Capital,27.94,26.47,25.00,2,,,,,6,18,34
1012,Ascentia Capital Partners,,,1,22.71,,,,,,,,,,,,,,,Mutual Fund,,,,,,,,,,,
1013,Ashland University Endowment,1,,,41.56,,Merger/Acquisition,,,Corporate,,,,,,,,Commercial Services,,Limited Partner,,,,,,,,,,,
1014,Aspen wealth Management,,,,185.00,,,,,,,,,,,,,Insurance,Other Financial Services,Other,,,,,,,,,,,
1015,"Association for Slavic, East European and Eurasian Studies",1,,,3.21,,Grant,,,Other,,,,,,1,,Chemicals and Gases,Pharmaceuticals and Biotechnology,Limited Partner,,,,,,,,,,,
1016,Association of University Physicians,1,,,132.97,,Buyout/LBO,78.00,78.00,Private Equity,1,,,,,,,Healthcare Services,,Limited Partner,,,,,,,,,,,
1017,Assurant Ventures,36,,,125.00,,Seed Round,7.00,8.00,Venture Capital,27,12,5,4,17,8,,Software,,Corporate Venture Capital,,,,,26,12,5,2,17,8,36
1018,Astarte Ventures,7,,,3.00,,Early Stage VC,11.65,8.80,Venture Capital,3,,,,5,2,,Healthcare Devices and Supplies,Healthcare Technology Systems,Venture Capital,,,,,3,,,,5,2,7
1019,Astral Capital,4,,2,59.60,9.57,Later Stage VC,,110.00,Venture Capital,2,,,,3,1,48.9,Healthcare Services,Retail,Venture Capital,48.90,29.82,10.75,2,2,,,,3,,4
1020,Asymmetry Ventures,89,,1,3.40,0.00,Early Stage VC,,12.00,Venture Capital,82,76,30,7,82,,3.5,Business Products and Services (B2B),Consumer Products and Services (B2C),Venture Capital,3.50,3.50,3.50,1,82,74,20,7,82,,89
1021,at.inc,38,,2,52.00,20.00,Later Stage VC,80.00,25.00,Venture Capital,25,16,4,2,26,1,35.35,,,Venture Capital,35.35,23.68,12.00,2,25,12,4,2,26,,38
1022,Atland Ventures,14,,,1.00,,Later Stage VC,,,Venture Capital,13,6,2,2,11,2,,Software,,Venture Capital,,,,,13,6,2,2,11,2,14
1023,Atlantic Canada Opportunities Agency,81,,2,50.00,0.00,Grant,,2.10,Other,29,6,,,48,20,63.86,Software,,Government,67.10,65.48,63.86,2,26,2,,,48,20,81
1024,Atlas Capital Advisors,6,,,195.50,,Early Stage VC,10.02,1.02,Venture Capital,,,,,1,5,,Commercial Banks,,Asset Manager,,,,,,,,,1,5,6
1025,Atlas Capital Ventures,5,,,20.00,,Later Stage VC,,95.00,Venture Capital,5,1,1,,3,2,,Software,,Family Office,,,,,5,,,,3,2,5
1026,Atlas Peak Capital,2,,10,56.79,9.08,Later Stage VC,142.00,22.00,Venture Capital,1,1,,,,2,1.02,Commercial Services,Software,Venture Capital,28.91,1.32,0.36,10,,,,,,2,2
1027,Atrium Capital,28,,2,50.00,4.37,Seed Round,13.00,3.75,Venture Capital,1,,,,4,21,50,Energy,Software,Venture Capital,50.00,50.00,50.00,2,,,,,4,21,28
1028,Atwater Capital,12,,2,150.00,2.93,PE Growth/Expansion,,,Private Equity,12,4,1,1,5,2,11.03,Business Products and Services (B2B),Movies,PE/Buyout,30.00,20.51,11.03,2,11,3,,,5,2,12
1029,Auctus Global Capital,1,,1,75.00,3.76,Buyout/LBO,,,Private Equity,,,,,,,75,Healthcare Devices and Supplies,Healthcare Technology Systems,Venture Capital,75.00,75.00,75.00,,,,,,,,1
1030,Audrey's Kitchen,19,,,10.00,,Later Stage VC,,23.96,Venture Capital,11,1,,,11,7,,Software,,Family Office,,,,,11,,,,11,7,19
1031,Augury Capital Partners,10,,1,25.00,3.12,Buyout/LBO,,,Private Equity,,,,,1,5,25,Healthcare Devices and Supplies,IT Services,PE/Buyout,25.00,25.00,25.00,,,,,,1,5,10
1032,Automation Alley,21,,1,5.00,,Early Stage VC,53.60,18.60,Venture Capital,1,1,1,1,8,12,5,Software,,Accelerator/Incubator,5.00,5.00,5.00,1,1,1,1,,8,12,21
1033,AV8 Ventures,33,,2,169.40,103.19,Seed Round,30.65,12.00,Venture Capital,31,22,12,7,24,1,180,Financial Services,Healthcare,Venture Capital,180.00,180.00,180.00,2,31,22,12,4,24,1,33
1034,AVAC Group,101,,5,98.78,0.00,Seed Round,,0.51,Venture Capital,10,4,1,,26,63,,Agricultural Chemicals,Agriculture,Venture Capital,25.96,21.31,10.00,5,10,4,,,26,63,101
1035,Avalancha Ventures,29,,1,200.00,,Seed Round,,2.10,Venture Capital,16,5,3,2,21,6,15,Other Financial Services,Software,Venture Capital,15.00,15.00,15.00,,15,5,2,,21,6,29
1036,Avanz Capital,2,,1,90.82,,Later Stage VC,,71.42,Venture Capital,1,,,,1,1,,Retail,Software,Asset Manager,,,,,,,,,,,2
1037,AVentures Capital,26,,2,82.49,35.63,Early Stage VC,,7.00,Venture Capital,13,3,3,3,17,,75,Commercial Services,Financial Services,Venture Capital,75.00,75.00,75.00,2,13,3,3,3,17,5,26
1038,Avid Park Ventures,1,,,250.00,,Later Stage VC,,"3,400.00",Venture Capital,1,1,,,1,,,,,Venture Capital,,,,,,,,,,,
1039,Avid Ventures,21,,1,72.00,51.60,Early Stage VC,117.50,27.50,Venture Capital,21,20,14,6,14,1,72,Other Financial Services,Software,Venture Capital,72.00,72.00,72.00,,21,19,13,4,14,,21
1040,Avidbank (PlNX: AVBH),5,,,177.96,,Later Stage VC,,40.00,Venture Capital,5,5,3,2,5,1,,,,Lender/Debt Provider,,,,,5,5,3,,5,1,5
1041,Aviva Ventures,24,,1,131.42,24.24,Early Stage VC,,7.99,Venture Capital,20,3,,,13,3,100,Asset Management,Commercial Products,Corporate Venture Capital,100.00,100.00,100.00,,19,2,,,13,3,24
1042,AVM (Boca Raton),3,,1,70.00,70.00,Early Stage VC,4.95,3.22,Venture Capital,,,,,,3,70,Healthcare Devices and Supplies,,Asset Manager,70.00,70.00,70.00,,,,,,,3,3
1043,AVZIRE,,,,100.00,,,,,,,,,,,,,Aluminum Mining,Communications and Networking,PE/Buyout,,,,,,,,,,,
1044,Aweida Venture Partners,32,,,100.00,,Seed Round,,4.00,Venture Capital,2,,,,3,14,,Software,,Venture Capital,,,,,2,,,,3,14,32
1045,Awz Ventures,23,,3,130.00,,Later Stage VC,"1,000.00",150.00,Venture Capital,21,7,4,2,15,2,250,IT Services,Network Management Software,Venture Capital,250.00,250.00,250.00,3,20,7,3,,15,2,23
1046,Axiom Capital Group,,,1,9.50,1.52,,,,,,,,,,,9.5,Capital Markets/Institutions,Commercial Banks,Investment Bank,9.50,9.50,9.50,,,,,,,,
1047,Axiom Capital Management,,,,171.51,,,,,,,,,,,,,,,Asset Manager,,,,,,,,,,,
1048,Axiom Venture Partners,78,,3,204.30,0.26,Early Stage VC,,2.30,Venture Capital,1,1,1,1,3,60,101.5,Communications and Networking,Pharmaceuticals and Biotechnology,Venture Capital,101.50,57.80,45.00,3,,,,,3,60,78
1049,Backswing Ventures,6,,,20.00,,Later Stage VC,,0.07,Venture Capital,5,5,2,,6,,,Aerospace and Defense,Building Products,Venture Capital,,,,,5,5,2,,6,,6
1050,Badger Fund of Funds,1,,1,31.50,3.57,Seed Round,,0.67,Venture Capital,1,,,,1,,25.5,Software,,Venture Capital,25.50,25.50,25.50,,,,,,,,
1051,Bainbridge Hershiser Holdings Group,,,7,144.90,2.55,,,,,,,,,,,25.51,,,Real Estate,32.20,22.50,8.00,7,,,,,,,
1052,Baker & Eastlack Ventures,10,,1,10.40,0.63,Later Stage VC,,4.50,Venture Capital,8,2,1,,8,3,3.6,Healthcare Devices and Supplies,,Venture Capital,3.60,3.60,3.60,,8,2,,,8,3,10
1053,BAM Ventures,167,,3,20.00,0.00,Seed Round,,3.20,Venture Capital,80,26,16,9,88,67,,Consume,Products and Services (B2C),Venture Capital,6.00,6.00,6.00,3,78,25,15,6,88,67,167
1054,Band of Angels,505,,4,56.00,0.19,Later Stage VC,30.65,23.75,Venture Capital,104,45,25,9,121,314,6,Business Products and Services (B2B),Computer Hardware,Angel Group,50.00,28.00,6.00,4,103,42,20,8,121,314,505
1055,Bandgap Ventures,7,,1,7.00,0.00,Early Stage VC,19.00,7.00,Venture Capital,1,,,,6,1,4.05,Computer Hardware,Energy,Venture Capital,4.05,4.05,4.05,,,,,,6,1,7
1056,Banyan Ventures,19,,3,50.00,7.70,PE Growth/Expansion,,4.00,Private Equity,4,1,,,6,12,20,Accounting,Audit and Tax Services (B2C),Growth/Expansion,20.00,14.00,5.00,3,4,,,,6,12,19
1057,Barclay Street Ventures,14,,,31.00,,Early Stage VC,,,Venture Capital,12,3,,,11,3,,Business Products and Services (B2B),Consumer Products and Services (B2C),Venture Capital,,,,,12,,,,11,3,14
1058,Barenberg Capital Partners,,,1,100.00,12.50,,,,,,,,,,,100,,,Investment Bank,100.00,100.00,100.00,1,,,,,,,
1059,Barnard Associates,6,,1,30.00,0.12,PE Growth/Expansion,,1.53,Private Equity,4,,,,6,,30,Commercial Products,Commercial Services,Venture Capital,30.00,30.00,30.00,1,4,,,,6,,6
1060,Baron Capital Management,3,,,2.11,,Later Stage VC,"3,800.00",300.00,Venture Capital,2,2,1,1,1,1,,Chemicals and Gases,Insurance,Family Office,,,,,2,2,,,,,3
1061,Baron de Hirsch Fund,,,,4.88,,,,,,,,,,,2,,Chemicals and Gases,Pharmaceuticals and Biotechnology,Corporation,,,,,,,,,,2,
1062,Base Ventures,142,,2,8.70,1.52,Seed Round,,,Venture Capital,52,22,12,4,71,55,,BPO/Outsource Services,Industrial Supplies and Parts,Venture Capital,8.75,8.75,8.75,2,47,21,10,4,71,55,142
1063,Baseline Ventures,236,,9,142.00,13.15,Seed Round,,6.00,Venture Capital,54,17,13,2,39,100,,Commercial Services,Financial Services,Venture Capital,70.00,31.00,8.38,9,50,17,11,2,39,100,236
1064,BASF Venture Capital,105,,2,250.00,26.44,Seed Round,13.00,5.00,Venture Capital,45,20,14,6,35,29,,Chemicals and Gases,Commercial Products,Corporate Venture Capital,45.32,45.32,45.32,2,45,19,12,6,35,29,105
1065,Basis Vectors,6,,1,50.00,,Buyout/LBO,,,Private Equity,4,4,2,1,6,,,Business Products and Services (B2B),Software,PE/Buyout,,,,,4,4,2,,6,,6
1066,Batshit Crazy Ventures,28,,,3.56,,Early Stage VC,30.04,12.04,Venture Capital,25,6,2,,22,3,,Consumer Products and Services (B2C),Information Technology,Venture Capital,,,,,22,5,2,,22,3,28
1067,Bay Management Group,1,,2,5.78,,Early Stage VC,9.95,5.78,Venture Capital,,,,,,1,,Buildings and Property,Real Estate Services (B2C),Real Estate,5.78,5.78,5.78,2,,,,,,,
1068,Bay Street Capital,,,,86.00,,,,,,,,,,,,,,,Asset Manager,,,,,,,,,,,
1069,Bayou Bridge Capital,,,,25.00,,,,,,,,,,,,,Business Products and Services (B2B),Energy Services,PE/Buyout,,,,,,,,,,,
1070,Baystate Health Foundation,4,,,87.94,,Later Stage VC,,26.00,Venture Capital,3,2,1,1,3,,,Healthcare Services,,Limited Partner,,,,,3,2,,,3,,4
1071,BBG Ventures,121,,3,78.00,37.67,Early Stage VC,189.20,37.00,Venture Capital,73,27,13,6,61,28,50,Consumer Non-Durables,Healthcare,Venture Capital,50.00,10.00,10.00,3,69,25,13,3,61,28,121
1072,BC Discovery Fund,4,,1,21.78,0.00,Later Stage VC,,50.00,Venture Capital,3,,,,2,3,47.43,Software,,Venture Capital,47.43,47.43,47.43,,2,,,,2,3,4
1073,BO Ventures,19,,1,140.00,0.00,Grant,,0.05,Other,,,,,4,5,100,Healthcare Devices and Supplies,Pharmaceuticals and Biotechnology,Corporate Venture Capital,100.00,100.00,100.00,,,,,,4,5,19
1074,BOC Healthcare Venture Fund,64,,1,213.37,75.63,Later Stage VC,,22.70,Venture Capital,8,,,,8,27,267.97,Pharmaceuticals and Biotechnology,,Venture Capital,267.97,267.97,267.97,,8,,,,8,27,64
1075,Beacon Foundation,3,,,40.34,,Later Stage VC,20.70,2.68,Venture Capital,,,,,,1,,Commercial Products,Computer Hardware,Limited Partner,,,,,,,,,,,3
1076,Beanstalk Ventures,15,,2,7.13,0.71,Later Stage VC,,18.00,Venture Capital,2,,,,5,3,7.13,Software,,Venture Capital,7.13,7.13,7.13,2,2,,,,5,3,15
1077,Beedie Capital,41,,1,158.05,,PIPE,,17.28,Corporate,18,7,5,3,15,15,,Other Information Technology,Software,Growth/Expansion,158.05,158.05,158.05,,18,7,3,2,15,15,41
1078,Beel Infrastructure Partners,,,1,90.24,,,,,,,,,,,,87.35,,,Infrastructure,87.35,87.35,87.35,1,,,,,,,
1079,Belfer Management,4,,,30.86,,PIPE,,100.00,Corporate,1,1,1,1,1,3,,Other Financial Services,Software,Family Office,,,,,,,,,,3,4
1080,Beliade,61,,3,60.00,14.87,Later Stage VC,475.00,100.00,Venture Capital,47,16,5,2,40,6,23.52,Apparel and Accessories,Beverages,Venture Capital,25.00,23.52,8.45,3,45,14,4,2,40,6,61
1081,Belmont University Endowment,2,,,225.80,,Merger/Acquisition,,,Corporate,2,,,,,,,Services (Non-Financial),,University,,,,,2,,,,,,2
1082,Bemis Capital,,,1,2.50,0.65,,,,,,,,,,,2.5,,,Venture Capital,2.50,2.50,2.50,1,,,,,,,
1083,Ben Franklin Technology Partner of Southeastern Pennsylvania,619,,6,62.55,7.54,Early Stage VC,,8.03,Venture Capital,247,91,43,26,214,220,14.5,Healthcare Devices and Supplies,Software,Venture Capital,14.50,6.00,0.22,6,232,87,35,20,214,220,619
1084,Ben Silverman,3,,,60.00,,Seed Round,,2.25,Venture Capital,,,,,1,2,,Media,Software,Angel (individual),,,,,,,,,1,2,3
1085,Bench Walk Advisors,,,16,77.60,13.44,,,,,,,,,,,18.23,,,Venture Capital,44.74,6.63,2.00,16,,,,,,,
1086,Benefit Capital Companies,4,,,30.00,,Merger of Equals,,,Venture Capital,,,,,,5,,Healthcare Devices and Supplies,Software,Merchant Banking Firm,,,,,,,,,,5,4
1087,Benefit Chicago,,,1,95.00,24.82,,,,,,,,,,,95,Other Healthcare,Pharmaceuticals and Biotechnology,Impact Investing,95.00,95.00,95.00,1,,,,,,,
1088,Benevolent Generation,10,,,120.00,,Accelerator/Incubator,,,Other,5,1,,,10,,,Database Software,Internet Software,Holding Company,,,,,5,,,,10,,10
1089,Benjamin Lin,56,,1,144.60,11.95,Seed Round,13.35,3.62,Venture Capital,1,,,,20,38,160,Software,,Angel (individual),160.00,160.00,160.00,,,,,,20,38,56
1090,Benson Capital Partners,4,,1,53.00,28.41,Later Stage VC,,,Venture Capital,4,4,4,1,4,,53,Consumer Products and Services (B2C),Energy,Venture Capital,53.00,53.00,53.00,,4,4,3,,4,,4
1091,Berg Capital Group,19,,1,1.02,0.04,Later Stage VC,10.93,0.93,Venture Capital,10,1,1,,14,3,0.75,Software,,Venture Capital,0.75,0.75,0.75,,9,,,,14,3,19
1092,Berkeley SkyDeck,555,,2,24.00,30.66,Seed Round,,2.10,Venture Capital,361,70,29,16,364,152,60,Consumer Durables,Consumer Non-Durables,Accelerator/Incubator,60.00,42.00,24.00,2,359,65,28,6,364,152,555
1093,Bernard Osher Foundation,1,,,42.46,,Grant,,12.90,Other,,,,,1,,,Healthcare Services,,Limited Partner,,,,,,,,,1,,
1094,Bertelsmann Digital Media lnvestments,201,,1,180.00,30.58,Seed Round,,,Venture Capital,89,34,20,12,69,73,150,Consumer Durables,Media,Corporate Venture Capital,150.00,150.00,150.00,,89,33,19,7,69,73,201
1095,Beta Fund,14,,1,5.00,0.33,Later Stage VC,50.00,13.50,Venture Capital,1,,,,6,7,5,Software,,Venture Capital,5.00,5.00,5.00,,,,,,6,7,14
1096,Betaworks,181,,,50.00,,Seed Round,,,Venture Capital,27,8,6,4,37,111,,Software,,Accelerator/Incubator,,,,,25,7,5,,37,111,181
1097,Better Tomorrow Ventures,42,,2,75.00,39.40,Early Stage VC,117.50,27.50,Venture Capital,37,34,26,15,33,2,225,Business Products and Services (B2B),Financial Services,Venture Capital,225.00,149.25,73.50,2,36,33,23,11,33,2,42
1098,BFG Partners,35,,2,103.30,37.47,Early Stage VC,,,Venture Capital,22,9,4,1,21,6,103.25,Consumer Non-Durables,Retail,Venture Capital,103.25,69.28,35.31,2,22,9,3,,21,6,35
1099,BGI Advisors,,,1,180.76,,,,,,,,,,,,,,,Hedge Fund,,,,,,,,,,,
1100,Bhupendra Shah,21,,,21.50,,Equity Crowdfunding,12.50,0.29,Individual,5,1,1,1,14,5,,Software,,Angel (individual),,,,,4,,,,14,5,21
1101,Big River Real Estate,,,3,70.00,11.12,,,,,,,,,,,15,,,Real Estate,15.00,6.78,6.00,3,,,,,,,
1102,Binghamton University Foundation,1,,,115.73,,Grant,,,Other,,,,,1,,,Consumer Non-Durables,,Limited Partner,,,,,,,,,,,
1103,BioAdvance,128,,1,70.00,2.40,Early Stage VC,18.00,8.00,Venture Capital,48,12,6,5,39,39,20,Healthcare Technology Systems,Pharmaceuticals and Biotechnology,Venture Capital,20.00,20.00,20.00,,47,10,6,3,39,39,128
1104,BioCrossroads,72,,4,23.25,3.00,Early Stage VC,,8.39,Venture Capital,27,8,5,3,29,23,9,Agriculture,Healthcare Devices and Supplies,Venture Capital,9.00,8.25,6.00,4,27,8,4,3,29,23,72
1105,BioEnterprise,15,,,3.00,,Grant,,0.03,Other,7,,,,10,5,,Healthcare Devices and Supplies,Pharmaceuticals and Biotechnology,Not-For-Profit Venture Capital,,,,,7,,,,10,5,15
1106,BioGenerator,140,,9,21.80,0.00,Later Stage VC,121.81,6.81,Venture Capital,50,13,6,4,61,36,0.3,Agriculture,Biotechnology,Venture Capital,19.50,9.90,0.30,9,48,13,5,3,61,36,140
1107,Biomark Capital,30,,3,190.60,0.00,Seed Round,12.00,3.00,Venture Capital,2,2,1,,6,12,,Healthcare Devices and Supplies,Healthcare Technology Systems,PE/Buyout,190.60,190.60,190.60,3,2,1,,,6,12,30
1108,BioRock Ventures,9,,1,20.00,,Early Stage VC,,15.00,Venture Capital,6,4,1,,4,3,,Biotechnology,Drug Discovery,Venture Capital,,,,,6,3,,,4,3,9
1109,Biosciences Research and Commercialization Center,51,,,16.00,,Early Stage VC,,3.36,Venture Capital,11,4,2,1,19,29,,Pharmaceuticals and Biotechnology,,Venture Capital,,,,,10,4,,,19,29,51
1110,BioVeda Capital,27,,,70.00,,Early Stage VC,,25.00,Venture Capital,,,,,4,15,,Financial Services,Information Technology,Venture Capital,,,,,,,,,4,15,27
1111,Birchmere Ventures,141,,6,99.20,9.80,Seed Round,,4.71,Venture Capital,44,8,3,1,27,62,60,Commercial Services,Communications and Networking,Venture Capital,77.00,43.10,13.60,6,44,7,3,,27,62,141
1112,Bird Dog Equity Partners,40,,4,16.00,0.91,PE Growth/Expansion,,,Private Equity,6,2,,,17,13,,Business Products and Services (B2B),Consumer Durables,PE/Buyout,3.18,2.47,1.78,4,6,2,,,17,13,40
1113,Birmingham Business Alliance,1,,,2.33,,Grant,,0.04,Other,,,,,1,,,Media,Software,Other,,,,,,,,,,,
1114,Bishop Wealth Management,1,,,176.22,,PE Growth/Expansion,,,Private Equity,,,,,,4,,Consumer Non-Durables,Retail,Limited Partner,,,,,,,,,,4,
1115,Bizrupt,13,,1,33.00,,Seed Round,,0.65,Venture Capital,6,1,,,6,6,,Software,,Accelerator/Incubator,,,,,5,,,,6,6,13
1116,BKF Asset Management,,,2,4.50,,,,,,,,,,,,,,,Asset Manager,,,,,,,,,,,
1117,Black Diamond Ventures,48,,1,12.86,0.28,Later Stage VC,,35.00,Venture Capital,11,5,5,1,12,30,5.68,Commercial Services,Healthcare Devices and Supplies,Venture Capital,5.68,5.68,5.68,2,11,5,4,,12,30,48
1118,Black Oak Capital Partners,26,,1,50.00,0.34,Buyout/LBO,,,Private Equity,16,2,2,1,16,9,3.79,Apparel and Accessories,,PE/Buyout,3.79,3.79,3.79,,16,2,1,,16,9,26
1119,Black Star Fund,15,,1,12.00,8.40,Later Stage VC,,40.27,Venture Capital,8,5,3,1,13,,12,Food Products,Software,Venture Capital,12.00,12.00,12.00,,8,4,2,,13,,15
