investor_id,investment_num,total_funds_open,total_funds_closed,AUM,dry_powder,last_investment_type,last_investment_valuation,last_investment_size,last_investment_class,investments_last_5_yrs,investments_last_2_yrs,investments_last_12_months,investments_last_6_months,active_porfolio,exits,last_closed_fund_size,preferred_industry,max_fund_size,median_fund_size,min_fund_size,fund_closed_num,total_investments_last_5_yrs,total_investments_last_2_yrs,total_investments_last_12_months,total_investments_last_6_months,total _active_portfolio,total_exits,total_investments,primary_investor_type
695,25,1,,20.00,15.00,Early Stage VC,80.40,17.40,Venture Capital,20,16,8,,23,,3,"Financial Services, Healthcare, Infrastructure, IT Services, Software",3.00,9.00,3.00,1,20,16,8,,23,,25,Venture Capital
696,25,1,2,220.00,81.30,Later Stage VC,,10.70,Venture Capital,13,,,,11,13,120,"Communications and Networking, Insurance, Other Media, Publishing, Social Content, Software",120.00,100.00,100.00,2,13,,,,11,13,25,Venture Capital
697,18,1,3,152.20,44.02,Merger/Acquisition,,,Corporate,10,2,,,6,6,80,"Commercial Services, Software",80.00,35.00,10.00,3,9,2,,,6,6,18,PE/Buyout
698,5,1,,77.00,100.00,Buyout/LBO,,,Private Equity,,,,,,,,,,100.00,,,,,,,,5,5,Hedge fund
699,114,1,5,107.80,16.67,Later Stage VC,555.00,75.00,Venture Capital,43,11,,,42,53,,"Apparel and Accessories, Media, Services (Non-Financial), Software",75.00,10.25,8.20,5,43,5,3,2,42,53,114,Venture Capital
700,45,1,6,47.50,15.48,Seed Round,16.00,6.47,Venture Capital,37,15,8,,27,8,4.4,,15.10,4.40,1.25,6,36,14,8,2,27,8,45,Venture Capital
701,140,1,2,53.00,42.41,Buyout/LBO,,,Private Equity,64,21,9,,55,56,10.28,Commercial Services,10.28,10.28,4.05,2,61,19,8,,55,56,140,PE/Buyout
702,,1,,50.00,,,,,,,,,,,,,"Commercial Products, Commercial Transportation, Healthcare Technology Systems, Information Technology, Other 8",,,,,,,,,,,,Venture Capital
703,30,1,,7.13,3.34,Seed Round,5.00,1.22,Venture Capital,24,7,,,21,11,7.13,"Apparel and Accessories, Building Products, Computer Hardware, Construction and Engineering, Consumer Non-Oura",7.13,4.61,7.13,,24,6,1,,21,11,30,Venture Capital
704,2,1,,40.00,1.24,Later Stage VC,,64.00,Venture Capital,2,2,,,,,40,"Business Products and Services (B2B), Communications and Networking, Computer Hardware, Educational and Traini",40.00,40.00,40.00,,2,2,2,2,2,,2,Impact Investing
705,70,1,3,30.00,29.07,Early Stage VC,,10.00,Venture Capital,32,18,13,10,25,25,40,"Other Consumer Products and Services, Retail",40.00,22.50,20.00,3,31,17,12,9,25,25,70,Venture Capital
706,,1,,235.24,,,,,,,,,,,,,,,,,,,,,,,,,Hedge fund
707,33,1,,33.00,33.00,Later Stage VC,,66.30,Venture Capital,20,7,4,,19,8,,"Healthcare Devices and Supplies, Healthcare Services, Healthcare Technology Systems, Other Healthcare, Pharmaceu",,33.00,,,20,6,3,3,19,8,33,Venture Capital
708,,1,,115.00,,Seed Round,,0.86,Venture Capital,,,,,,,,"Other Financial Services, Services (Non-Financial)",,,,,,,,,1,,,Asset Manager
709,,1,,155.60,,,,,,,,,,,,,"Business Products and Services (B2B), Consumer Products and Services (82C), Energy, Financial Services, Information",,,,,,,,,,,,Asset Manager
710,82,1,9,125.00,14.23,Buyout/LBO,,,Private Equity,16,,,,15,47,125,"Communications and Networking, Software",600.00,212.50,57.00,9,16,5,3,,15,47,82,Venture Capital
711,119,1,3,247.00,31.21,Early Stage VC,140.00,50.00,Venture Capital,49,21,11,7,43,50,85,"Commercial Transportation, Financial Services, Healthcare, Leisure Facilities, Media, Media and Information Services",85.00,85.00,77.00,3,47,19,9,6,43,so,119,Venture Capital
712,5,1,,100.00,100.00,Early Stage VC,70.71,17.71,Venture Capital,4,,,,,3,,"Business Products and Services (B2B), Capital Markets/Institutions, Commercial Banks, Insurance, Other Financial Ser",,100.00,,,4,,,,2,3,5,Hedge Fund
713,149,1,3,30.00,33.91,Seed Round,17.30,5.20,Venture Capital,100,39,18,9,84,27,5,"Commercial Banks, Healthcare Devices and Supplies, Healthcare Services, Healthcare Technology Systems, Insurance",20.00,12.50,5.00,3,97,38,15,5,84,27,149,Venture Capital
714,9,1,,20.00,15.00,Seed Round,,1.24,Venture Capital,9,9,8,,9,,,Information Technology,,15.00,,,9,9,8,5,9,,9,Venture Capital
715,87,1,4,1.12,0.07,Early Stage VC,42.15,10.15,Venture Capital,32,,,,39,43,,Software,1.12,1.12,1.12,4,29,5,3,,39,43,87,Venture Capital
716,,1,,200.00,221.46,,,,,,,,,,,,,,221.46,,,,,,,,,,Asset Manager
717,,1,,22.00,50.00,Buyout/LBO,16.10,16.10,Private Equity,,,,,,,,,,50.00,,,,,,,,,,PE/Buyout
718,,1,2,200.00,274.96,,,,,,,,,,,76.03,"Energy, Environmental Services (B2B), Forestry Development/Harvesting, Other Forestry, Real Estate Services (B2C)",76.03,175.49,76.03,2,,,,,,,,Asset Manager
719,,1,,10.00,,Buyout/LBO,,,Private Equity,,,,,,,,,,,,,,,,,,,,Hedge fund
720,,1,,207.44,,PIPE,,,Private Equity,,,,,,,,,,,,,,,,,,,,Hedge Fund
721,4,1,,47.00,100.00,Later Stage VC,553.30,73.30,Venture Capital,4,4,4,,3,,,"Aerospace and Defense, Commercial Transportation, Energy, Information Technology, Materials and Resources, Othe",,100.00,,,4,4,4,2,3,,4,Venture Capital
722,77,1,,15.00,12.81,Early Stage VC,,,Venture Capital,59,17,6,4,50,17,15,"Commercial Products, Commercial Services, Consumer Products and Services (B2C), Healthcare, Other Business Prod",15.00,12.53,15.00,,57,12,6,4,50,17,77,Venture Capital
723,36,1,,20.10,30.19,Later Stage VC,104.02,4.02,Venture Capital,20,11,6,4,21,9,15,"Biotechnology, Healthcare Devices and Supplies, Healthcare Technology Systems",15.00,21.36,15.00,,19,9,6,,21,9,36,Venture Capital
724,10,1,,5.00,5.00,Seed Round,,7.49,Venture Capital,10,9,3,2,8,,,"Information Technology, Movies, Music and Entertainment",,5.00,,,10,9,3,,8,,10,Venture Capital
725,73,1,5,100.00,45.91,Buyout/LBO,,,Private Equity,28,16,10,,14,25,37,"Consumer Produas and Services (B2C), Healthcare Services, Information Technology, Logistics, Other Business Produ",40.00,37.00,20.00,5,28,16,8,3,14,25,73,PE/Buyout
726,,1,,100.00,35.48,Early Stage VC,52.50,19.50,Venture Capital,,,,,,,25,"Business Products and Services (B2B), Energy, Financial Services, Software",25.00,62.50,25.00,,,,,,,,,Family Office
727,67,1,2,100.00,39.29,Later Stage VC,727.08,136.22,Venture Capital,55,27,16,9,37,8,16,"Aerospace and Defense, Communicai::ions and Networking, Other Business Products and Services, Other Commercial",60.00,25.00,16.00,2,55,27,16,3,37,8,67,Venture Capital
728,19,1,1,20.00,13.18,Seed Round,127.50,27.50,Venture Capital,18,17,12,7,15,,1.2,"Business Products and Services (B2B), Consumer Products and Services (82C), Energy, Information Technology, Mater",1.20,6.95,1.20,1,18,16,11,5,15,1,19,Venture Capital
729,358,1,8,180.00,9.52,Later Stage VC,72.00,12.00,Venture Capital,198,73,28,10,246,70,0.18,"Computer Hardware, Software",11.40,8.00,0.18,8,187,60,28,6,246,70,358,Venture Capital
730,70,1,3,80.00,14.89,Early Stage VC,,50.00,Venture Capital,52,22,13,7,33,15,,Software,55.00,40.00,25.00,3,51,19,11,6,33,15,70,Venture Capital
731,35,1,2,2.50,8.54,Seed Round,4.60,1.60,Venture Capital,21,8,4,,26,,2.05,"Consumer Non-Durables, Retail",2.50,2.50,2.05,2,20,7,3,,26,5,35,Venture Capital
732,4,1,,118.80,118.83,Buyout/LBO,,,Private Equity,4,3,,,,,,"Business Products and Services (B2B), Capital Markets/Institutions, Commercial Banks, Consumer Products and Servi",,118.83,,,4,3,,,2,,4,Fund of Funds
733,9,1,,27.50,10.79,Later Stage VC,53.00,13.00,Venture Capital,9,7,,,,2,27.5,"Aerospace and Defense, Computer Hardware, Software",27.50,27.50,27.50,,9,7,3,2,5,2,9,Venture Capital
734,,1,3,100.00,75.78,,,,,,,,,,,89.98,Real Estate Services (B2C),89.98,89.98,89.98,3,,,,,,,,Real Estate
735,47,1,2,21.40,50.00,Later Stage VC,,,Venture Capital,39,17,13,8,36,,,"Energy, Financial Services, Healthcare Technology Systems, Materials and Resources, Pharmaceuticals and Biotechno",,50.00,,2,39,17,12,7,36,5,47,Venture Capital
736,50,1,,0.28,0.02,Accelerator/Incubator,,,Other,7,,,,7,32,0.28,"Media, Software",0.28,0.28,0.28,,7,,,,7,32,so,Accelerator/Incubator
737,151,1,2,40.00,3.80,Seed Round,,2.00,Venture Capital,107,41,9,7,99,30,,"Commercial Products, Education and Training Services (B2B), Educational and Training Services (82C), Entertainment",1.80,2.80,1.80,2,107,29,9,,99,30,151,Venture Capital
738,86,1,3,4.40,4.50,Buyout/LBO,,,Private Equity,11,3,,,12,37,19,"Commercial Services, Communications and Networking, IT Services, Other Financial Services, Software",244.00,150.00,19.00,3,11,3,,,12,37,86,Growth/Expansion
739,21,1,,100.00,100.00,Early Stage VC,70.00,15.00,Venture Capital,21,15,12,7,15,2,,"Capital Markets/Institutions, Commercial Transportation, Insurance, IT Services, Real Estate Services (82C), Software",,100.00,,,21,15,12,4,15,2,21,Corporate Venture Capital
740,,1,,172.00,166.59,,,,,,,,,,,118.26,Financial Services,118.26,142.42,118.26,,,,,,,,,PE/Buyout
741,14,1,,2.00,2.00,Seed Round,,0.30,Venture Capital,12,12,6,,14,,,"Consumer Products and Services (B2C), Healthcare, Information Technology",,2.00,,,12,12,5,3,14,,14,Venture Capital
742,2,1,,246.87,207.90,Secondary Transaction,,,Corporate,,,,,,1,,Pharmaceuticals and Biotechnology,,207.90,,,1,,,,1,1,2,Hedge Fund
743,12,1,3,27.00,4.79,PE Growth/Expansion,,10.50,Private Equity,9,,,,6,2,6.25,"Asset Management, Financial Software, Life and Health Insurance, Property and Casualty Insurance, Regional Banks,",24.00,6.25,5.00,3,8,2,,,6,2,12,Venture Capital
744,55,1,2,27.20,10.67,Seed Round,,3.60,Venture Capital,40,21,12,,40,6,27.2,"Oistributors/W'holesale, Food Products, Information Technology, Logistics",27.20,27.20,27.20,2,38,19,10,4,40,6,55,Venture Capital
745,254,1,5,130.20,56.82,Seed Round,7.00,8.00,Venture Capital,125,76,44,21,122,71,35,"IT Services, Other Information Technology, Software",53.00,35.00,16.00,5,124,71,35,15,122,71,254,Venture Capital
746,56,1,4,131.37,9.44,Early Stage VC,,0.52,Venture Capital,,,,,10,37,7.47,"IT Services, Media, Software",100.00,11.90,7.47,4,,,,,10,37,56,Corporate Venture Capital
747,9,1,,36.00,29.01,Seed Round,,9.00,Venture Capital,8,6,,,7,,36,,36.00,25.31,36.00,,8,4,2,,7,,9,Venture Capital
748,2,1,,25.00,0.65,Seed Round,,,Venture Capital,,,,,,,,"Consumer Products and Services (82C), Other Business Products and Services, Software",,0.65,,,,,,,2,,2,Venture Capital
749,60,1,6,75.00,8.78,Seed Round,,4.80,Venture Capital,39,17,9,,26,16,,Software,15.00,5.00,0.50,6,39,16,8,5,26,16,60,Venture Capital
750,,1,,46.31,4.00,,,,,,,,,,,,,,4.00,,,,,,,,,,Hedge fund
751,20,1,,26.70,42.03,Later Stage VC,,1.43,Venture Capital,15,7,,,12,2,6.93,"Business Products and Services (B2B), Healthcare, Software",6.93,23.88,6.93,,15,7,5,2,12,2,20,Venture Capital
752,4,1,,20.00,20.00,Seed Round,,0.70,Venture Capital,4,4,4,,3,,,"Apparel and Accessories, Commercial Produc;:s, Commercial Services, Commercial Transportation, Consumer Durable",,20.00,,,4,4,4,2,3,,4,Venture Capital
753,41,1,,40.00,64.00,Seed Round,,6.00,Venture Capital,41,34,24,14,33,3,20,"BPO/Outsource Services, Healthcare Devices and Supplies, Healthcare Services, Healthcare Technology Systems, Hur",20.00,35.00,20.00,,41,33,21,11,33,3,41,Venture Capital
754,,1,11,248.40,61.95,,,,,,,,,,,5.28,,326.89,6.58,2.83,11,,,,,,,,Real Estate
755,28,1,3,11.20,9.98,Buyout/LBO,,,Venture Capital,14,6,,,14,11,4.45,Information Technology,5.20,4.83,0.14,3,14,5,2,,14,11,28,Venture Capital
756,119,1,3,125.00,49.95,Early Stage VC,100.00,25.00,Venture Capital,44,27,20,8,30,44,150,"Communications and Networking, IT Services, Software",150.00,25.00,25.00,3,43,27,17,6,30,44,119,Venture Capital
757,36,1,4,219.30,63.75,Later Stage VC,,27.00,Venture Capital,33,25,19,8,19,5,30,"IT Services, Software",104.35,63.50,30.00,4,33,25,16,7,19,5,36,Venture Capital
758,99,1,2,38.00,56.16,Later Stage VC,935.00,135.00,Venture Capital,48,23,13,8,58,32,,"Communications and Networking, Healthcare Devices and Supplies, Healthcare Technology Systems, IT Services, Med",41.00,43.23,41.00,2,44,21,11,6,58,32,99,Venture Capital
759,9,1,,1.50,3.00,Early Stage VC,,1.35,Venture Capital,6,4,4,,8,,,"Computer Hardware, Education and Training Services (B2B), Educational and Training Services (B2C), Healthcare Devi",,3.00,,,6,4,3,,8,,9,Venture Capital
760,11,1,2,80.30,136.67,Later Stage VC,,40.00,Venture Capital,10,4,,,6,3,147.5,"Commercial Services, Software",147.50,113.90,80.30,2,10,4,3,2,6,3,11,Growth/Expansion
761,2,1,,50.00,50.00,Early Stage VC,11.00,2.40,Venture Capital,2,2,,,,,,"Computer Hardware, Logistics, Other Information Technology",,50.00,,,2,2,2,,2,,2,Venture Capital
762,,1,,203.30,138.79,Later Stage VC,,50.00,Venture Capital,1,,,,,,,"Media, Software",,138.79,,,1,1,1,,,,,Hedge fund
763,156,1,2,20.00,54.38,Seed Round,,4.80,Venture Capital,80,37,21,14,84,49,,"Consumer Durables, Software",18.18,35.00,18.18,2,78,35,18,10,84,49,156,Venture Capital
764,69,1,3,17.00,3.93,Later Stage VC,,1.65,Venture Capital,46,24,14,,50,12,6,"Communications and Networking, Compu.:er Hardware, Healthcare Devices and Supplies, Healthcare Services, Health",6.00,4.60,2.00,3,45,24,13,4,so,12,69,Venture Capital
765,136,1,3,224.00,122.50,PEGrowth/Expansion,,,Private Equity,28,10,7,,22,61,116,"Commercial Services, Commercial Transportation, Healthcare Services, IT Services, Pharmaceuticals, Software, Transi",116.00,108.00,75.00,3,28,9,5,2,22,61,136,Growth/Expansion
766,9,1,,200.00,63.43,PEGrowth/Expansion,,100.00,Private Equity,8,,4,,6,,70,"Agriculture, Consumer Durables, Energy Equipment, Food Products, Healthcare, Rescaurants, Hotels and Leisure",70.00,60.00,70.00,,8,5,4,,6,,9,Growth/Expansion
767,3,1,,4.30,,Seed Round,9.30,0.80,Venture Capital,,,,,,,,Commercial Services,,,,,,,,,2,1,3,Angel Group
768,88,1,5,236.01,57.89,PEGrowth/Expansion,,,Private Equity,38,18,14,9,50,27,81.79,"Commercial Services, Media, Software",93.13,47.00,23.00,5,38,16,13,7,so,27,88,Investment Bank
769,55,1,3,57.00,13.39,Later Stage VC,"2,150.00",150.00,Venture Capital,20,7,,,25,15,8.47,"Financial Services, Healthcare, ITServices, Software",26.50,22.00,8.47,3,19,7,3,,25,15,55,Venture Capital
770,,1,,221.65,3.88,Early Stage VC,,5.00,Venture Capital,,1,,,,,,,,3.88,,,,,,,,,,Impact Investing
771,8,1,,10.00,2.40,Seed Round,,3.90,Venture Capital,8,8,6,,7,,6,Software,6.00,6.00,6.00,,8,8,5,2,7,,8,Venture Capital
772,56,1,,150.00,108.68,Seed Round,15.50,3.50,Venture Capital,42,16,12,7,35,9,50,"Consumer Products and Services (B2C), Education and Training Services (B2B), Healthcare, lnduscrial Supplies and Pa",50.00,75.00,50.00,,41,16,10,5,35,9,56,Venture Capital
773,36,1,,27.00,30.00,Seed Round,,13.00,Venture Capital,29,6,,,27,6,6.5,"Business Products and Services (B2B), Consumer Products and Services (B2C), Financial Services, Healthcare, Softwan",6.50,18.25,6.50,,28,5,3,,27,6,36,Venture Capital
774,32,1,,72.70,116.39,Buyout/LBO,,,Private Equity,21,18,15,10,6,8,19.5,"Commercial Services, Healthcare, lnformacion Technology",19.50,63.50,19.50,,21,18,12,8,6,8,32,PE/Buyout
775,2,1,,187.20,56.00,Early Stage VC,,50.00,Venture Capital,,,,,,,,"Media, Software",,56.00,,,,,,,,,2,Hedge fund
776,27,1,,36.30,18.79,Later Stage VC,,4.25,Venture Capital,23,16,12,7,20,,7.96,Information Technology,7.96,13.29,7.96,,23,15,12,7,20,,27,Venture Capital
777,,1,,50.00,50.00,Seed Round,30.75,14.50,Venture Capital,,,,,,,,,,50.00,,,,,,,,,,Venture Capital
778,46,1,2,47.00,2.20,Seed Round,,7.00,Venture Capital,7,4,4,,16,21,40,"Healthcare Services, Healthcare Technology Systems, Media, Other Information Technology, Semiconductors, Softwar",40.00,23.50,7.00,2,7,4,3,,16,21,46,Venture Capital
779,9,1,,20.00,50.00,Early Stage VC,,2.08,Venture Capital,3,,,,8,,,"Business/Productivity Software, Internet Software, Restaurants, Hotels and leisure, Social/Platform Software",23.00,36.50,23.00,,2,,,,8,,9,PE/Buyout
780,,1,,148.20,0.10,,,,,,,,,,,0.25,,0.25,0.25,0.25,,,,,,,,,Hedge fund
781,,1,,250.00,,Buyout/LBO,,,Private Equity,,,,,,,,"Apparel and Accessories, Commercial Products, Commercial Services, Consumer Durables, Consumer Non-Durables,",,,,,,,,,,,,Asset Manager
782,67,1,2,70.00,28.13,Seed Round,,1.76,Venture Capital,53,22,14,6,40,12,52.53,"Software, Transportation",52.53,20.00,20.00,2,51,20,11,6,40,12,67,Venture Capital
783,20,1,,30.00,4.99,Seed Round,9.96,1.96,Venture Capital,19,11,7,,15,,19.1,"Consumer Durables, Consumer Non-Durables, Containers and Packaging, Othe, Consumer Products and Services, Ot",19.10,19.10,19.10,,19,11,7,4,15,,20,Venture Capital
784,197,1,4,180.00,41.84,Seed Round,,5.20,Venture Capital,54,20,10,4,89,84,25.1,"Computer Hardware, Educational and Training Services (B2C), Pharmaceuticals and Biotechnology, Sofrware",25.10,25.00,4.00,4,50,18,6,3,89,84,197,Venture Capital
785,79,1,7,111.50,21.68,Later Stage VC,,,Venture Capital,,,,,6,40,32.55,"Oiscributors (Healthcare), Healthcare Technology Systems, Medical Supplies, Pharmaceuticals and Biotechnology",195.00,31.28,4.00,7,5,2,,,6,40,79,Growth/Expansion
786,2,1,5,1.40,952.32,Corporate Asset Purchase,,,Corporate,,,,,,,364,"Education and Training Services (B2B), Healthcare",700.00,253.50,155.00,5,,,,,,,2,Impact Investing
787,20,1,,25.60,14.00,Early Stage VC,,,Venture Capital,20,19,13,,19,,,"Other Information Technology, Sofrware",,14.00,,,20,19,12,5,19,,20,Venture Capital
788,11,1,,15.00,34.00,Later Stage VC,"1,000.00",130.00,Venture Capital,11,9,9,,8,,,"Commercial Products, Consumer Products and Services (82q, Energy, Financial Services, Healthcare, Information Tee",,34.00,,,11,9,7,3,8,,11,Venture Capital
789,15,1,3,12.25,0.79,Seed Round,,4.70,Venture Capital,15,15,10,,15,,,"Business Products and Services (B2B), Consumer Products and Services (82C), Healthcare",3.95,3.75,3.56,3,15,15,5,,15,,15,Venture Capital
790,3,1,2,97.60,18.27,Early Stage VC,,120.00,Venture Capital,2,,,,,,21.75,"Agriculture, Commercial Products, Commercial Services, Commercial Transportation, Energy Equipment, Energy Serv",98.87,21.75,21.75,2,2,,,,2,,3,Real Estate
791,,1,,200.00,85.21,,,,,,,,,,,40.21,"Business Products and Services (B2B), Coal and Consumable Fuels Equipment, Consumer Products and Services (B2C)",40.21,42.60,40.21,,,,,,,,,PE/Buyout
792,65,1,3,89.40,,Seed Round,,12.45,Venture Capital,45,24,12,8,38,8,163.28,"Business Products and Services (B2B), Consumer Non-Durables",163.28,94.14,25.00,3,44,21,12,4,38,8,65,Venture Capital
793,,1,,100.00,29.08,,,,,,,,,,,,Real Estate Services (B2C),,29.08,,,,,,,,,,Asset Manager
794,17,1,2,5.00,1.97,Later Stage VC,686.81,194.08,Venture Capital,17,10,,,13,,1.4,"Business Products and Services (B2B), Healthcare Technology Systems, Information Technology",1.40,1.40,1.40,2,17,9,,,13,5,17,Angel Group
795,49,1,2,24.50,10.68,Early Stage VC,,2.00,Venture Capital,46,22,16,9,32,8,,"Computer Hardwa,e, Transportation",40.89,40.89,40.89,2,45,22,14,5,32,8,49,Venture Capital
796,2,1,2,0.46,8.20,Corporate Asset Purchase,,,Corporate,,,,,,,0.1,"Other Business Products and Services, Restaurants, Hotels and Leisure",0.36,0.36,0.10,2,,,,,,,2,Real Estate
797,64,1,,5.00,0.50,Seed Round,24.50,4.50,Venture Capital,41,12,,,42,17,5,Software,5.00,5.00,5.00,,38,11,4,2,42,17,64,Venture Capital
798,14,1,,46.00,109.64,Seed Round,,,Venture Capital,14,9,4,,7,,15,"Capital Markets/Institutions, Commercial Banks, Insurance, Other Financial Services, Specialized Finance",15.00,57.50,15.00,,14,9,4,3,7,,14,Venture Capital
799,19,1,6,127.00,123.31,Early Stage VC,,100.00,Venture Capital,17,15,9,,14,,36.03,"Business Products and Services (B2B), Consumer Products and Services (82C), Energy, Financial Services, Healthcare,",90.80,12.00,3.00,6,17,13,6,3,14,,19,Venture Capital
800,10,1,8,170.39,64.80,Early Stage VC,14.50,5.50,Venture Capital,,,,,,,250,"Consumer Non-Durables, Healthcare Devices and Supplies, Healthcare Services, Pharmaceuticals and Biotechnology,",250.00,so.so,12.90,8,3,,,,3,5,10,Secondary Buyer
801,22,1,6,31.30,1.74,Later Stage VC,,3.00,Venture Capital,,,,,4,10,,"Commercial Products, Pharmaceuticals and Biotechnology, Software",15.00,3.85,1.15,6,,,,,4,10,22,Venture Capital
802,941,1,2,17.70,2.97,Later Stage VC,,24.00,Venture Capital,285,48,15,8,593,308,3,"Agriculture, Energy, Financial Services, Healthcare, Software",17.70,10.35,3.00,2,275,45,14,5,593,308,941,Accelerator/Incubator
803,15,1,1,200.00,125.41,Early Stage VC,45.62,15.00,Venture Capital,15,15,9,6,12,,53,Software,53.00,75.00,53.00,1,15,15,8,3,12,1,15,Venture Capital
804,25,1,2,140.00,,Buyout/LBO,32.67,32.67,Private Equity,19,9,9,8,11,9,115,"Healthcare Technology Systems, ITServices, Other Information Technology, Soh:ware",115.00,96.89,78.78,2,19,9,8,4,11,9,25,Growth/Expansion
805,43,1,,100.00,54.05,Later Stage VC,81.84,21.84,Venture Capital,16,,,,16,16,,"Media, Software",,54.05,,,16,5,3,,16,16,43,Venture Capital
806,9,1,,152.65,6.33,Later Stage VC,,10.16,Venture Capital,4,,,,7,,3.68,"Apparel and Accessories, Energy Services, Environmental Services (B2B), food Products, Software, Water Utilities",3.68,4.75,3.68,,4,2,,,7,,9,Asset Manager
807,4,1,1,67.25,33.60,Later Stage VC,800.00,140.00,Venture Capital,4,,,,4,,50,"Agriculture, Capital Markets/Institutions, Commercial Banks, Educational and Training Services (B2C), Energy Equipm",50.00,50.00,50.00,1,4,3,2,,4,,4,Impact Investing
808,8,1,3,15.00,4.43,Early Stage VC,38.00,28.00,Venture Capital,8,4,,,4,2,,"Agriculture, Chemicals and Gases, Healthcare Devices and Supplies, Healthcare Technology Systems, IT Services, Oth",15.00,11.00,7.00,3,8,3,2,,4,2,8,Venture Capital
